Order_ID,Product_Sub_Category,Quantity,Price,Discount,Revenue
ORD_00100604,Kitchen Appliances,1,797.76,0.32,542.4768
ORD_00104295,Accessories,4,17.72,0.0,70.88
ORD_00103444,Winter Sports,1,267.24,0.1,240.516
ORD_00101946,Educational,3,30.28,0.0,90.84
ORD_00104554,Gaming Consoles,1,1448.94,0.0,1448.94
ORD_00103365,Gardening Tools,2,194.41,0.0,388.82
ORD_00102073,Makeup,1,66.28,0.0,66.28
ORD_00104648,Laptops,4,1612.76,0.18,5289.8528
ORD_00100221,Furniture,1,309.1,0.0,309.1
ORD_00102749,Smartphones,2,1281.86,0.0,2563.72
ORD_00102367,Magazines,2,14.2,0.33,19.028
ORD_00101255,Water Sports,1,444.65,0.22,346.827
ORD_00104266,Fitness Equipment,2,398.99,0.14,686.2628
ORD_00103937,Fitness Equipment,2,283.21,0.0,566.42
ORD_00103143,Mens Shirts,4,138.15,0.0,552.6
ORD_00104495,Team Sports,1,121.77,0.0,121.77
ORD_00100388,Non-Fiction,1,45.56,0.26,33.7144
ORD_00103437,Jeans,4,138.88,0.0,555.52
ORD_00100252,Shoes,3,61.35,0.0,184.05
ORD_00104792,Gaming Consoles,6,1618.2,0.0,9709.2
ORD_00104192,Makeup,1,78.81,0.0,78.81
ORD_00103345,Gaming Consoles,3,474.67,0.0,1424.01
ORD_00100395,Cycling,1,303.46,0.17,251.8718
ORD_00101681,Kitchen Appliances,3,225.97,0.08,623.6772
ORD_00100890,Children Books,1,54.89,0.0,54.89
ORD_00103669,Comics,3,35.75,0.09,97.5975
ORD_00101191,Mens Shirts,5,137.83,0.0,689.15
ORD_00103388,Educational,3,31.58,0.0,94.74
ORD_00103166,Personal Care,2,81.22,0.0,162.44
ORD_00100262,Fragrances,4,75.62,0.0,302.48
ORD_00104700,Water Sports,3,164.65,0.1,444.555
ORD_00103524,Outdoor Gear,1,256.36,0.4,153.816
ORD_00100672,Comics,3,30.13,0.0,90.39
ORD_00100071,Fiction,2,23.65,0.0,47.3
ORD_00100911,Winter Sports,2,392.95,0.0,785.9
ORD_00101151,Fiction,2,23.26,0.0,46.52
ORD_00101400,Shoes,3,273.75,0.0,821.25
ORD_00104359,Gaming Consoles,5,1016.65,0.17,4219.0975
ORD_00101414,Shoes,2,23.31,0.0,46.62
ORD_00100577,Accessories,2,229.52,0.49,234.1104
ORD_00100574,Smart Watches,4,1741.22,0.16,5850.4992
ORD_00104118,Skincare,3,120.98,0.0,362.94
ORD_00102966,Headphones,1,1976.63,0.0,1976.63
ORD_00101293,Gaming Consoles,1,1381.1,0.0,1381.1
ORD_00102136,Children Books,1,32.83,0.0,32.83
ORD_00102411,Headphones,1,816.98,0.0,816.98
ORD_00101330,Gaming Consoles,2,1766.31,0.18,2896.7484
ORD_00104810,Furniture,2,75.77,0.0,151.54
ORD_00104774,Furniture,2,764.47,0.13,1330.1778
ORD_00100833,Water Sports,1,467.03,0.0,467.03
ORD_00104965,Cycling,4,73.94,0.0,295.76
ORD_00104250,Skincare,2,53.31,0.0,106.62
ORD_00101052,Outdoor Gear,3,175.46,0.2,421.104
ORD_00101028,Cycling,2,220.59,0.0,441.18
ORD_00104729,Fragrances,3,57.84,0.11,154.4328
ORD_00103271,Gardening Tools,7,229.51,0.0,1606.57
ORD_00103662,Fiction,1,18.08,0.32,12.2944
ORD_00100729,Water Sports,1,337.97,0.14,290.6542
ORD_00101287,Gardening Tools,1,519.57,0.0,519.57
ORD_00101742,Cycling,2,306.6,0.0,613.2
ORD_00101498,Gaming Consoles,1,654.09,0.0,654.09
ORD_00101737,Children Books,4,49.75,0.43,113.43
ORD_00100689,Furniture,1,482.5,0.0,482.5
ORD_00102569,Outdoor Gear,3,467.97,0.27,1024.8543
ORD_00103811,Mens Shirts,1,211.83,0.0,211.83
ORD_00101808,Smartphones,2,1697.99,0.0,3395.98
ORD_00100836,Cycling,4,407.81,0.0,1631.24
ORD_00103963,Makeup,4,130.89,0.0,523.56
ORD_00104204,Home Decor,2,316.37,0.0,632.74
ORD_00104262,Storage,2,37.55,0.19,60.831
ORD_00103526,Sportswear,5,152.88,0.0,764.4
ORD_00103563,Storage,1,236.95,0.0,236.95
ORD_00102831,Fragrances,4,91.03,0.0,364.12
ORD_00102142,Personal Care,2,93.33,0.14,160.5276
ORD_00104724,Storage,1,268.58,0.0,268.58
ORD_00102335,Hair Care,1,133.1,0.16,111.804
ORD_00104832,Personal Care,1,114.24,0.0,114.24
ORD_00102605,Gaming Consoles,6,476.6,0.09,2602.236
ORD_00101825,Laptops,3,825.84,0.0,2477.52
ORD_00104375,Shoes,2,71.0,0.0,142.0
ORD_00104037,Kitchen Appliances,4,214.97,0.0,859.88
ORD_00101010,Kitchen Appliances,7,456.93,0.16,2686.7484
ORD_00103912,Mens Shirts,2,259.17,0.0,518.34
ORD_00100428,Water Sports,1,249.23,0.0,249.23
ORD_00103513,Smartphones,1,1969.43,0.0,1969.43
ORD_00103658,Comics,1,42.06,0.0,42.06
ORD_00103723,Shoes,2,87.97,0.0,175.94
ORD_00101417,Gaming Consoles,1,1843.09,0.31,1271.7321
ORD_00101739,Magazines,2,28.9,0.0,57.8
ORD_00103080,Mens Shirts,1,100.84,0.0,100.84
ORD_00102665,Gaming Consoles,1,667.09,0.25,500.3175
ORD_00103594,Laptops,2,1229.89,0.0,2459.78
ORD_00100924,Tablets,5,1309.33,0.0,6546.65
ORD_00103803,Laptops,1,1268.35,0.0,1268.35
ORD_00100467,Personal Care,1,48.12,0.0,48.12
ORD_00102867,Shoes,3,209.56,0.0,628.68
ORD_00103984,Home Decor,2,718.18,0.07,1335.8148
ORD_00100325,Comics,1,35.93,0.0,35.93
ORD_00103597,Tablets,4,1106.43,0.0,4425.72
ORD_00100771,Sportswear,2,88.12,0.0,176.24
ORD_00104198,Laptops,2,927.33,0.2,1483.728
ORD_00103227,Team Sports,5,115.84,0.19,469.152
ORD_00102294,Home Decor,3,588.86,0.0,1766.58
ORD_00102006,Furniture,3,170.88,0.0,512.64
ORD_00101952,Sportswear,4,152.95,0.09,556.738
ORD_00101799,Jeans,1,203.58,0.18,166.9356
ORD_00100506,Home Decor,6,50.75,0.0,304.5
ORD_00100683,Accessories,3,274.07,0.18,674.2122
ORD_00103293,Mens Shirts,2,29.01,0.09,52.7982
ORD_00100747,Headphones,2,1353.01,0.0,2706.02
ORD_00102587,Bedding,2,656.99,0.0,1313.98
ORD_00103010,Beauty Tools,2,129.46,0.0,258.92
ORD_00100666,Non-Fiction,1,59.81,0.35,38.8765
ORD_00101224,Fiction,1,25.81,0.0,25.81
ORD_00103084,Cycling,1,92.54,0.0,92.54
ORD_00102000,Fiction,2,49.88,0.0,99.76
ORD_00104988,Team Sports,2,419.33,0.38,519.9692
ORD_00100923,Furniture,1,174.03,0.0,174.03
ORD_00101839,Water Sports,4,211.24,0.3,591.472
ORD_00102362,Skincare,1,10.03,0.0,10.03
ORD_00103381,Comics,1,22.83,0.0,22.83
ORD_00101569,Team Sports,2,57.52,0.1,103.536
ORD_00100554,Fragrances,3,31.55,0.0,94.65
ORD_00100080,Furniture,1,513.2,0.05,487.54
ORD_00100948,Cycling,2,114.31,0.0,228.62
ORD_00100639,Magazines,1,33.94,0.0,33.94
ORD_00103765,Bedding,1,113.03,0.0,113.03
ORD_00101567,Accessories,1,190.78,0.0,190.78
ORD_00103819,Fragrances,1,13.34,0.0,13.34
ORD_00104030,Gaming Consoles,2,551.38,0.0,1102.76
ORD_00101165,Mens Shirts,1,31.96,0.0,31.96
ORD_00100703,Gaming Consoles,4,1621.06,0.0,6484.24
ORD_00101585,Personal Care,3,46.43,0.5,69.645
ORD_00100371,Headphones,3,1030.3,0.0,3090.9
ORD_00100136,Sportswear,4,275.27,0.0,1101.08
ORD_00101683,Gardening Tools,1,230.22,0.0,230.22
ORD_00103902,Comics,1,13.56,0.0,13.56
ORD_00101631,Beauty Tools,2,12.54,0.0,25.08
ORD_00102086,Smart Watches,2,1087.15,0.0,2174.3
ORD_00102542,Non-Fiction,1,34.26,0.14,29.4636
ORD_00100929,Gardening Tools,4,588.22,0.07,2188.1784
ORD_00104697,Kitchen Appliances,1,26.32,0.16,22.1088
ORD_00102999,Team Sports,2,95.96,0.0,191.92
ORD_00104415,Furniture,1,340.35,0.0,340.35
ORD_00101816,Fragrances,2,59.17,0.27,86.3882
ORD_00101470,Gardening Tools,1,489.21,0.0,489.21
ORD_00102667,Non-Fiction,7,57.12,0.12,351.8592
ORD_00101667,Educational,5,47.0,0.16,197.4
ORD_00104930,Storage,4,426.85,0.0,1707.4
ORD_00103100,Team Sports,3,216.2,0.0,648.6
ORD_00100805,Gardening Tools,5,527.68,0.0,2638.4
ORD_00100801,Laptops,1,742.24,0.0,742.24
ORD_00104785,Gardening Tools,2,99.87,0.29,141.8154
ORD_00104407,Shoes,3,217.15,0.0,651.45
ORD_00103318,Hair Care,5,92.23,0.34,304.359
ORD_00101187,Laptops,3,586.99,0.0,1760.97
ORD_00103131,Home Decor,1,780.31,0.0,780.31
ORD_00103853,Water Sports,2,386.97,0.0,773.94
ORD_00102971,Magazines,1,53.73,0.0,53.73
ORD_00104202,Fiction,2,18.88,0.15,32.096
ORD_00101561,Personal Care,1,74.25,0.34,49.005
ORD_00102492,Sportswear,2,58.65,0.0,117.3
ORD_00103116,Sportswear,2,64.73,0.0,129.46
ORD_00102707,Winter Sports,1,208.49,0.0,208.49
ORD_00102900,Comics,1,13.21,0.0,13.21
ORD_00104735,Womens Dresses,2,211.62,0.0,423.24
ORD_00103971,Sportswear,5,61.72,0.0,308.6
ORD_00101140,Team Sports,1,196.88,0.0,196.88
ORD_00104115,Winter Sports,1,239.64,0.0,239.64
ORD_00103212,Cycling,2,99.53,0.0,199.06
ORD_00103223,Jeans,7,153.0,0.14,921.06
ORD_00100889,Sportswear,1,254.65,0.0,254.65
ORD_00100983,Winter Sports,1,197.06,0.38,122.1772
ORD_00103052,Educational,1,17.28,0.0,17.28
ORD_00104840,Personal Care,2,13.36,0.0,26.72
ORD_00101663,Womens Dresses,4,162.63,0.0,650.52
ORD_00102261,Educational,5,39.04,0.0,195.2
ORD_00102870,Cycling,5,295.51,0.0,1477.55
ORD_00102734,Home Decor,4,300.55,0.0,1202.2
ORD_00102476,Womens Dresses,2,207.02,0.0,414.04
ORD_00103938,Tablets,3,804.75,0.12,2124.54
ORD_00104026,Comics,7,44.04,0.0,308.28
ORD_00103635,Hair Care,1,144.95,0.0,144.95
ORD_00100812,Storage,1,558.2,0.06,524.708
ORD_00104901,Smart Watches,1,1367.83,0.0,1367.83
ORD_00101562,Kitchen Appliances,3,493.25,0.0,1479.75
ORD_00100261,Accessories,7,255.0,0.0,1785.0
ORD_00101461,Furniture,4,161.66,0.0,646.64
ORD_00104233,Headphones,2,1064.35,0.0,2128.7
ORD_00102482,Mens Shirts,2,76.57,0.0,153.14
ORD_00103236,Cycling,2,485.25,0.0,970.5
ORD_00103781,Womens Dresses,1,220.38,0.0,220.38
ORD_00101193,Beauty Tools,1,94.15,0.08,86.618
ORD_00104928,Smart Watches,1,1143.05,0.0,1143.05
ORD_00100896,Winter Sports,2,348.11,0.0,696.22
ORD_00100118,Smart Watches,1,97.42,0.0,97.42
ORD_00101367,Storage,6,632.45,0.06,3567.018
ORD_00104252,Womens Dresses,1,224.0,0.14,192.64
ORD_00102975,Smartphones,1,361.35,0.0,361.35
ORD_00103266,Outdoor Gear,5,29.32,0.15,124.61
ORD_00100484,Winter Sports,2,251.12,0.0,502.24
ORD_00103653,Kitchen Appliances,4,252.11,0.0,1008.44
ORD_00104534,Beauty Tools,1,28.45,0.0,28.45
ORD_00102729,Fitness Equipment,7,478.47,0.0,3349.29
ORD_00103533,Smartphones,1,1020.25,0.0,1020.25
ORD_00100114,Smart Watches,5,1280.72,0.0,6403.6
ORD_00100702,Hair Care,3,76.45,0.47,121.5555
ORD_00100309,Tablets,4,1509.11,0.38,3742.5928
ORD_00100289,Outdoor Gear,2,147.67,0.06,277.6196
ORD_00103865,Sportswear,2,55.22,0.0,110.44
ORD_00101075,Jeans,1,64.52,0.0,64.52
ORD_00104745,Bedding,2,53.85,0.19,87.237
ORD_00103645,Team Sports,3,62.05,0.18,152.643
ORD_00104092,Accessories,1,57.54,0.19,46.6074
ORD_00104909,Makeup,1,59.42,0.0,59.42
ORD_00100654,Makeup,1,124.08,0.09,112.9128
ORD_00102946,Womens Dresses,2,69.81,0.0,139.62
ORD_00101068,Headphones,1,1476.42,0.0,1476.42
ORD_00104550,Water Sports,2,401.2,0.5,401.2
ORD_00102603,Smart Watches,4,897.34,0.08,3302.2112
ORD_00102943,Makeup,2,138.35,0.0,276.7
ORD_00102394,Storage,2,277.52,0.0,555.04
ORD_00101036,Smart Watches,1,1761.77,0.05,1673.6815
ORD_00102220,Tablets,4,1669.71,0.39,4074.0924
ORD_00101500,Accessories,3,242.05,0.0,726.15
ORD_00100539,Makeup,1,142.99,0.1,128.691
ORD_00103727,Smart Watches,4,1997.86,0.0,7991.44
ORD_00102003,Non-Fiction,1,29.24,0.0,29.24
ORD_00101198,Kitchen Appliances,1,39.85,0.0,39.85
ORD_00103175,Non-Fiction,1,34.95,0.0,34.95
ORD_00103239,Laptops,2,297.4,0.1,535.32
ORD_00102087,Laptops,4,1991.36,0.1,7168.896
ORD_00100764,Fitness Equipment,4,281.1,0.0,1124.4
ORD_00104329,Shoes,1,265.92,0.0,265.92
ORD_00103933,Tablets,1,724.37,0.0,724.37
ORD_00102146,Bedding,2,728.25,0.0,1456.5
ORD_00104885,Womens Dresses,3,111.56,0.0,334.68
ORD_00101866,Tablets,2,1027.96,0.0,2055.92
ORD_00101018,Laptops,1,344.93,0.5,172.465
ORD_00100054,Beauty Tools,1,20.78,0.0,20.78
ORD_00104919,Shoes,3,246.14,0.0,738.42
ORD_00102748,Gaming Consoles,2,1783.55,0.15,3032.035
ORD_00104561,Gardening Tools,3,718.15,0.12,1895.916
ORD_00101597,Fiction,1,34.29,0.0,34.29
ORD_00102595,Beauty Tools,1,108.11,0.35,70.2715
ORD_00101646,Skincare,1,85.85,0.0,85.85
ORD_00102125,Non-Fiction,1,11.23,0.0,11.23
ORD_00100713,Beauty Tools,1,143.25,0.0,143.25
ORD_00104726,Accessories,1,68.84,0.0,68.84
ORD_00100217,Smart Watches,1,1416.89,0.0,1416.89
ORD_00102627,Womens Dresses,4,151.96,0.14,522.7424
ORD_00101447,Kitchen Appliances,1,703.19,0.16,590.6796
ORD_00102737,Accessories,1,131.62,0.09,119.7742
ORD_00101071,Skincare,3,54.01,0.0,162.03
ORD_00101559,Non-Fiction,1,19.15,0.05,18.1925
ORD_00103457,Sportswear,1,64.24,0.0,64.24
ORD_00101372,Outdoor Gear,2,396.13,0.32,538.7368
ORD_00100876,Womens Dresses,1,83.74,0.18,68.6668
ORD_00100525,Smart Watches,4,1081.43,0.0,4325.72
ORD_00100498,Water Sports,5,89.99,0.0,449.95
ORD_00102449,Kitchen Appliances,1,730.44,0.0,730.44
ORD_00102723,Non-Fiction,1,40.25,0.0,40.25
ORD_00100147,Makeup,1,83.11,0.0,83.11
ORD_00102349,Personal Care,1,147.58,0.0,147.58
ORD_00104628,Skincare,1,33.67,0.0,33.67
ORD_00104061,Mens Shirts,1,201.66,0.0,201.66
ORD_00103945,Non-Fiction,1,34.19,0.0,34.19
ORD_00102526,Winter Sports,1,65.36,0.0,65.36
ORD_00100631,Sportswear,1,144.74,0.0,144.74
ORD_00101678,Fragrances,3,63.59,0.0,190.77
ORD_00102251,Mens Shirts,1,16.84,0.2,13.472
ORD_00101522,Laptops,3,1423.88,0.41,2520.2676
ORD_00100523,Personal Care,1,13.42,0.0,13.42
ORD_00103042,Womens Dresses,1,145.46,0.0,145.46
ORD_00101726,Sportswear,3,121.34,0.0,364.02
ORD_00102666,Gaming Consoles,1,641.28,0.0,641.28
ORD_00104592,Comics,3,45.49,0.0,136.47
ORD_00104858,Outdoor Gear,1,154.13,0.0,154.13
ORD_00103788,Smartphones,2,1443.06,0.29,2049.1452
ORD_00102072,Storage,5,526.83,0.0,2634.15
ORD_00100062,Hair Care,1,69.8,0.0,69.8
ORD_00103480,Accessories,2,128.92,0.19,208.8504
ORD_00100830,Outdoor Gear,2,269.95,0.0,539.9
ORD_00103300,Personal Care,2,93.5,0.18,153.34
ORD_00102415,Cycling,3,376.25,0.0,1128.75
ORD_00101132,Cycling,2,324.87,0.06,610.7556
ORD_00101958,Fragrances,3,58.41,0.0,175.23
ORD_00100799,Beauty Tools,1,135.19,0.34,89.2254
ORD_00104312,Headphones,1,1228.75,0.0,1228.75
ORD_00103702,Storage,1,189.12,0.0,189.12
ORD_00104654,Jeans,1,115.14,0.0,115.14
ORD_00100828,Womens Dresses,2,102.07,0.0,204.14
ORD_00104830,Bedding,2,218.9,0.0,437.8
ORD_00103047,Laptops,1,1496.89,0.0,1496.89
ORD_00100992,Accessories,1,37.97,0.0,37.97
ORD_00101885,Fitness Equipment,2,453.65,0.1,816.57
ORD_00102313,Gardening Tools,1,410.45,0.0,410.45
ORD_00103323,Tablets,5,1797.7,0.47,4763.905
ORD_00100237,Sportswear,2,297.99,0.0,595.98
ORD_00101392,Fitness Equipment,4,139.94,0.0,559.76
ORD_00100016,Fragrances,1,142.84,0.0,142.84
ORD_00101809,Gardening Tools,3,156.6,0.0,469.8
ORD_00103899,Gaming Consoles,1,563.77,0.0,563.77
ORD_00100814,Smart Watches,1,928.22,0.0,928.22
ORD_00100778,Hair Care,2,67.54,0.0,135.08
ORD_00104580,Beauty Tools,5,99.31,0.27,362.4815
ORD_00104144,Non-Fiction,1,34.54,0.0,34.54
ORD_00103538,Educational,2,41.15,0.0,82.3
ORD_00100057,Team Sports,2,438.94,0.0,877.88
ORD_00101331,Beauty Tools,1,104.89,0.32,71.3252
ORD_00101176,Smart Watches,2,1753.71,0.0,3507.42
ORD_00102638,Furniture,1,279.53,0.0,279.53
ORD_00104007,Educational,3,48.16,0.12,127.1424
ORD_00100037,Outdoor Gear,3,371.28,0.18,913.3488
ORD_00103913,Beauty Tools,6,57.03,0.0,342.18
ORD_00100230,Children Books,1,41.76,0.11,37.1664
ORD_00101750,Accessories,1,243.75,0.0,243.75
ORD_00101067,Team Sports,3,447.87,0.0,1343.61
ORD_00102740,Jeans,4,98.77,0.0,395.08
ORD_00102522,Outdoor Gear,2,311.17,0.0,622.34
ORD_00102786,Water Sports,4,332.0,0.0,1328.0
ORD_00103680,Comics,3,31.6,0.15,80.58
ORD_00103843,Storage,3,263.13,0.0,789.39
ORD_00103979,Hair Care,1,15.4,0.0,15.4
ORD_00102452,Furniture,5,146.12,0.0,730.6
ORD_00103767,Tablets,4,1417.52,0.13,4932.9696
ORD_00101880,Non-Fiction,1,46.22,0.2,36.976
ORD_00104705,Shoes,1,206.23,0.15,175.2955
ORD_00103285,Shoes,2,16.67,0.0,33.34
ORD_00101714,Magazines,4,38.52,0.0,154.08
ORD_00104604,Non-Fiction,3,38.32,0.0,114.96
ORD_00102863,Cycling,1,71.36,0.0,71.36
ORD_00104209,Personal Care,3,30.98,0.0,92.94
ORD_00101143,Hair Care,7,56.39,0.0,394.73
ORD_00102903,Non-Fiction,1,59.03,0.37,37.1889
ORD_00102726,Womens Dresses,1,132.18,0.28,95.1696
ORD_00100517,Furniture,1,563.11,0.0,563.11
ORD_00102116,Magazines,1,55.39,0.0,55.39
ORD_00100776,Accessories,4,267.0,0.0,1068.0
ORD_00103168,Hair Care,1,36.59,0.0,36.59
ORD_00101200,Bedding,1,75.94,0.0,75.94
ORD_00104851,Fiction,3,49.6,0.0,148.8
ORD_00100004,Comics,2,44.82,0.0,89.64
ORD_00101836,Home Decor,3,107.04,0.0,321.12
ORD_00100795,Sportswear,3,297.51,0.0,892.53
ORD_00104584,Fragrances,1,49.99,0.0,49.99
ORD_00101271,Accessories,4,189.88,0.0,759.52
ORD_00101521,Shoes,1,130.03,0.26,96.2222
ORD_00103573,Hair Care,3,40.67,0.14,104.9286
ORD_00102343,Smart Watches,1,70.89,0.0,70.89
ORD_00103032,Makeup,1,121.15,0.0,121.15
ORD_00100292,Educational,2,20.49,0.35,26.637
ORD_00104819,Tablets,2,92.17,0.0,184.34
ORD_00103397,Bedding,2,242.75,0.0,485.5
ORD_00103694,Cycling,1,226.31,0.0,226.31
ORD_00103330,Beauty Tools,2,71.86,0.05,136.534
ORD_00101805,Gardening Tools,2,131.54,0.0,263.08
ORD_00104302,Comics,2,29.22,0.38,36.2328
ORD_00103672,Children Books,2,21.92,0.0,43.84
ORD_00103769,Winter Sports,2,212.0,0.0,424.0
ORD_00104361,Educational,1,28.2,0.0,28.2
ORD_00103230,Fitness Equipment,1,350.89,0.0,350.89
ORD_00102058,Beauty Tools,5,66.92,0.1,301.14
ORD_00100825,Water Sports,1,168.99,0.0,168.99
ORD_00100691,Hair Care,7,46.14,0.0,322.98
ORD_00104691,Fitness Equipment,2,203.57,0.0,407.14
ORD_00104793,Headphones,1,842.81,0.0,842.81
ORD_00100331,Laptops,2,512.59,0.09,932.9138
ORD_00100677,Bedding,2,701.27,0.1,1262.286
ORD_00104492,Personal Care,1,107.51,0.15,91.3835
ORD_00100575,Kitchen Appliances,3,672.87,0.0,2018.61
ORD_00104717,Personal Care,1,51.49,0.0,51.49
ORD_00101778,Mens Shirts,1,154.03,0.0,154.03
ORD_00100769,Beauty Tools,1,83.52,0.11,74.3328
ORD_00102814,Makeup,2,22.79,0.0,45.58
ORD_00102391,Kitchen Appliances,2,247.26,0.0,494.52
ORD_00102104,Hair Care,1,17.98,0.0,17.98
ORD_00103581,Smartphones,2,1413.66,0.0,2827.32
ORD_00104609,Jeans,4,51.34,0.0,205.36
ORD_00102085,Sportswear,1,296.39,0.0,296.39
ORD_00102477,Skincare,2,114.85,0.16,192.948
ORD_00100704,Hair Care,2,131.56,0.0,263.12
ORD_00100203,Beauty Tools,1,11.52,0.0,11.52
ORD_00101990,Mens Shirts,4,244.61,0.0,978.44
ORD_00103095,Skincare,3,99.99,0.0,299.97
ORD_00100383,Makeup,3,132.75,0.0,398.25
ORD_00101533,Fragrances,1,145.1,0.48,75.452
ORD_00101851,Fragrances,1,128.74,0.0,128.74
ORD_00100865,Outdoor Gear,1,321.35,0.0,321.35
ORD_00103043,Outdoor Gear,3,122.84,0.0,368.52
ORD_00100239,Comics,7,35.2,0.45,135.52
ORD_00100184,Skincare,1,19.71,0.0,19.71
ORD_00102110,Magazines,1,39.91,0.17,33.1253
ORD_00103686,Personal Care,1,94.58,0.0,94.58
ORD_00102724,Mens Shirts,2,50.81,0.0,101.62
ORD_00100649,Fitness Equipment,2,360.58,0.17,598.5628
ORD_00104630,Womens Dresses,2,159.48,0.0,318.96
ORD_00101850,Children Books,2,43.28,0.0,86.56
ORD_00104836,Tablets,1,361.83,0.1,325.647
ORD_00101194,Laptops,3,1392.39,0.18,3425.2794
ORD_00101526,Cycling,1,161.54,0.08,148.6168
ORD_00102681,Outdoor Gear,2,355.11,0.0,710.22
ORD_00103549,Magazines,1,54.27,0.32,36.9036
ORD_00104639,Home Decor,1,82.24,0.0,82.24
ORD_00102548,Hair Care,4,46.74,0.15,158.916
ORD_00102398,Beauty Tools,1,119.64,0.0,119.64
ORD_00103076,Home Decor,1,69.07,0.0,69.07
ORD_00103398,Fitness Equipment,7,173.6,0.07,1130.136
ORD_00102143,Gaming Consoles,4,1175.11,0.49,2397.2244
ORD_00102953,Personal Care,2,118.92,0.0,237.84
ORD_00102862,Home Decor,1,521.87,0.31,360.0903
ORD_00103706,Team Sports,1,416.94,0.15,354.399
ORD_00103709,Cycling,1,364.21,0.0,364.21
ORD_00102418,Gardening Tools,1,342.54,0.46,184.9716
ORD_00103038,Team Sports,1,283.45,0.0,283.45
ORD_00104674,Children Books,3,52.53,0.0,157.59
ORD_00101770,Storage,1,651.04,0.19,527.3424
ORD_00101387,Mens Shirts,2,138.35,0.0,276.7
ORD_00100853,Magazines,2,19.23,0.28,27.6912
ORD_00102160,Outdoor Gear,2,469.57,0.31,648.0066
ORD_00103338,Headphones,2,543.74,0.0,1087.48
ORD_00103464,Furniture,3,517.75,0.0,1553.25
ORD_00102093,Smart Watches,1,1178.06,0.0,1178.06
ORD_00104371,Fiction,2,10.8,0.0,21.6
ORD_00100997,Comics,3,42.16,0.27,92.3304
ORD_00104159,Personal Care,4,79.3,0.08,291.824
ORD_00103030,Fiction,2,25.33,0.0,50.66
ORD_00104827,Outdoor Gear,2,292.28,0.0,584.56
ORD_00103623,Children Books,3,52.86,0.0,158.58
ORD_00102868,Smart Watches,2,568.9,0.0,1137.8
ORD_00104623,Magazines,2,31.41,0.19,50.8842
ORD_00102987,Tablets,1,1906.91,0.0,1906.91
ORD_00101893,Sportswear,2,147.23,0.0,294.46
ORD_00102757,Beauty Tools,1,118.62,0.0,118.62
ORD_00104688,Outdoor Gear,3,219.49,0.0,658.47
ORD_00103773,Fragrances,3,45.36,0.11,121.1112
ORD_00104011,Smart Watches,4,850.48,0.0,3401.92
ORD_00100582,Team Sports,1,413.53,0.0,413.53
ORD_00102228,Headphones,3,322.98,0.0,968.94
ORD_00104551,Gardening Tools,1,578.61,0.16,486.0324
ORD_00100612,Mens Shirts,2,196.98,0.0,393.96
ORD_00103559,Home Decor,3,466.08,0.0,1398.24
ORD_00104665,Tablets,3,1543.28,0.32,3148.2912
ORD_00104184,Furniture,2,108.22,0.0,216.44
ORD_00101575,Non-Fiction,2,20.92,0.0,41.84
ORD_00104066,Sportswear,7,121.48,0.0,850.36
ORD_00104960,Gardening Tools,1,698.53,0.19,565.8093
ORD_00101192,Fragrances,1,91.51,0.0,91.51
ORD_00103685,Womens Dresses,3,195.48,0.0,586.44
ORD_00103204,Comics,2,56.92,0.0,113.84
ORD_00103246,Winter Sports,2,128.41,0.0,256.82
ORD_00103478,Accessories,2,208.03,0.07,386.9358
ORD_00101336,Non-Fiction,3,18.36,0.0,55.08
ORD_00103647,Womens Dresses,1,293.81,0.0,293.81
ORD_00101654,Fitness Equipment,1,245.51,0.0,245.51
ORD_00103298,Magazines,1,21.1,0.0,21.1
ORD_00104978,Comics,3,47.35,0.0,142.05
ORD_00100589,Home Decor,3,442.19,0.19,1074.5217
ORD_00103282,Jeans,1,116.52,0.0,116.52
ORD_00103608,Comics,2,45.16,0.15,76.772
ORD_00103185,Non-Fiction,3,25.6,0.0,76.8
ORD_00101552,Winter Sports,1,231.34,0.11,205.8926
ORD_00103121,Children Books,2,46.51,0.0,93.02
ORD_00100629,Home Decor,1,473.94,0.0,473.94
ORD_00100287,Gardening Tools,4,760.63,0.3,2129.764
ORD_00101166,Children Books,2,43.7,0.0,87.4
ORD_00102955,Fiction,2,56.18,0.0,112.36
ORD_00103099,Womens Dresses,1,35.67,0.0,35.67
ORD_00100564,Laptops,1,556.52,0.0,556.52
ORD_00101558,Magazines,3,8.71,0.17,21.6879
ORD_00104493,Makeup,1,141.97,0.0,141.97
ORD_00100436,Team Sports,2,219.15,0.11,390.087
ORD_00100148,Accessories,3,76.51,0.0,229.53
ORD_00100167,Makeup,1,15.7,0.0,15.7
ORD_00102825,Outdoor Gear,3,345.73,0.0,1037.19
ORD_00104063,Fitness Equipment,1,468.47,0.0,468.47
ORD_00103661,Storage,2,568.24,0.0,1136.48
ORD_00103056,Smart Watches,5,1112.41,0.13,4838.9835
ORD_00103028,Team Sports,2,257.9,0.0,515.8
ORD_00102592,Hair Care,3,141.79,0.5,212.685
ORD_00103470,Personal Care,4,131.4,0.0,525.6
ORD_00103275,Skincare,1,83.06,0.0,83.06
ORD_00104811,Makeup,1,113.82,0.29,80.8122
ORD_00102674,Fitness Equipment,2,354.13,0.0,708.26
ORD_00100305,Beauty Tools,1,121.92,0.0,121.92
